인덱스,발화,장소,난이도
6896,아 쉬면서 자고 싶어 조금 좀,bedroom,indirect
6897,혼자 있고 싶네 왠지,bedroom,ambiguous
6898,갑자기 운동하는 곳으로 가줘 같은데,exercise,direct
6899,아 활동적으로 움직이고 싶다 조금 ㅠㅠ,exercise,indirect
6900,아 에너지가 부족한 느낌이야 약간.,exercise,ambiguous
6901,오늘 냉장고 앞으로 가 약간 좀,kitchen,direct
6902,오늘 물 마시고 싶다,kitchen,indirect
6903,지금 오늘 뭔가 만들어볼까 왠지!,kitchen,ambiguous
6904,좀 편하게 앉을 곳으로 가줘 조금 해야겠다,living room,direct
6905,혹시 편하게 기대고 싶어 조금 좀,living room,indirect
6906,오늘 한숨 돌리고 싶다 진짜,living room,ambiguous
6907,방으로 가고 싶어 ㅠㅠ,bedroom,direct
6908,음 쉬면서 자고 싶어 왠지!,bedroom,indirect
6909,갑자기 조용한 데 가고 싶다 조금 ㅠㅠ,bedroom,ambiguous
6910,혹시 운동할 수 있는 곳으로 가 약간.,exercise,direct
6911,갑자기 체력이 떨어진 느낌이야 약간,exercise,indirect
6912,조금 활동하고 싶네 진짜 해야겠다,exercise,ambiguous
6913,오늘 냉장고 있는 곳으로 가 진짜.,kitchen,direct
6914,혹시 뭔가 만들어 먹고 싶네 진짜!,kitchen,indirect
6915,지금 괜히 돌아다니고 싶다 조금 좀,kitchen,ambiguous
6916,아 TV 앞에 가고 싶어 왠지 좀,living room,direct
6917,혹시 편하게 기대고 싶어 조금 ㅠㅠ,living room,indirect
6918,혹시 기분 전환이 필요하다 왠지!,living room,ambiguous
6919,오늘 잠잘 곳으로 안내해 진짜 해야겠다,bedroom,direct
6920,좀 눈이 감긴다 왠지!,bedroom,indirect
6921,지금 혼자 있고 싶네.,bedroom,ambiguous
6922,아 헬스하는 데로 가 약간 싶네,exercise,direct
6923,아 땀 좀 흘리고 싶다 싶네,exercise,indirect
6924,아 뭔가 역동적인 걸 하고 싶다 약간 좀,exercise,ambiguous
6925,아 냉장고 있는 곳으로 가 왠지,kitchen,direct
6926,지금 물 마시고 싶다 왠지.,kitchen,indirect
6927,아 손 가는 걸 해보고 싶다 조금,kitchen,ambiguous
6928,쉬는 공간으로 이동하자 진짜!,living room,direct
6929,갑자기 가만히 앉아 있고 싶다 싶네,living room,indirect
6930,갑자기 아무것도 안 하고 싶다.,living room,ambiguous
6931,음 침실로 데려다줘 진짜 ㅠㅠ,bedroom,direct
6932,지금 잠 좀 자고 싶네,bedroom,indirect
6933,음 잠잠한 곳이 좋네 좀,bedroom,ambiguous
6934,아 운동할 수 있는 곳으로 가 싶네,exercise,direct
6935,땀 좀 흘리고 싶다 약간 좀,exercise,indirect
6936,오늘 조금 활동하고 싶네 ㅠㅠ,exercise,ambiguous
6937,좀 주방으로 데려다줘 왠지 ㅠㅠ,kitchen,direct
6938,좀 컵라면이라도 먹을까 약간 좀,kitchen,indirect
6939,음 조금 움직여볼까 조금 싶네,kitchen,ambiguous
6940,지금 소파 있는 곳으로 가 ㅠㅠ,living room,direct
6941,갑자기 TV 보고 싶다 약간.,living room,indirect
6942,지금 조용히 있고 싶네 조금 ㅠㅠ,living room,ambiguous
6943,아 침대 있는 방으로 이동해,bedroom,direct
6944,갑자기 침대 생각난다 약간!,bedroom,indirect
6945,혹시 가만히 있고 싶다 진짜 같은데,bedroom,ambiguous
6946,음 운동 장소로 이동하자 진짜 같은데,exercise,direct
6947,오늘 체력이 떨어진 느낌이야 왠지 싶네,exercise,indirect
6948,음 조금 활동하고 싶네 진짜 좀,exercise,ambiguous
6949,아 싱크대 있는 데로 가 ㅠㅠ,kitchen,direct
6950,컵라면이라도 먹을까 진짜 해야겠다,kitchen,indirect
6951,지금 조금 움직여볼까 진짜!,kitchen,ambiguous
6952,오늘 거실로 안내해 조금.,living room,direct
6953,편하게 기대고 싶어 싶네,living room,indirect
6954,아 가볍게 쉬고 싶다 조금,living room,ambiguous
6955,갑자기 내 방으로 이동해 같은데,bedroom,direct
6956,갑자기 침대 생각난다 진짜 ㅠㅠ,bedroom,indirect
6957,아 오늘은 아무것도 하기 싫다 왠지,bedroom,ambiguous
6958,음 스트레칭할 공간으로 가고 싶어 왠지!,exercise,direct
6959,오늘 스트레칭하고 싶다 조금 싶네,exercise,indirect
6960,좀 기분 전환이 필요해 조금!,exercise,ambiguous
6961,갑자기 부엌 쪽으로 이동하자 왠지!,kitchen,direct
6962,오늘 간단하게 요기하고 싶어 조금 같은데,kitchen,indirect
6963,오늘 손 가는 걸 해보고 싶다 왠지 해야겠다,kitchen,ambiguous
6964,음 TV 있는 데로 이동해 왠지 좀,living room,direct
6965,음 TV 보고 싶다 조금 좀,living room,indirect
6966,잠깐 머리 식히고 싶네 조금 ㅠㅠ,living room,ambiguous
6967,침대 있는 방으로 이동해 왠지,bedroom,direct
6968,혹시 몸이 너무 피곤하다 해야겠다,bedroom,indirect
6969,좀 잠잠한 곳이 좋네 약간 같은데,bedroom,ambiguous
6970,혹시 운동 장소로 이동하자 왠지 좀,exercise,direct
6971,혹시 너무 오래 앉아 있었네 왠지.,exercise,indirect
6972,혹시 활력이 필요하다 조금 같은데,exercise,ambiguous
6973,주방으로 데려다줘 약간 좀,kitchen,direct
6974,지금 커피 한잔 하고 싶다 ㅠㅠ,kitchen,indirect
6975,좀 뭔가 찾고 싶네!,kitchen,ambiguous
6976,지금 TV 있는 데로 이동해 왠지,living room,direct
6977,음 가만히 앉아 있고 싶다 약간 같은데,living room,indirect
6978,지금 기분 전환이 필요하다 해야겠다,living room,ambiguous
6979,지금 침실 쪽으로 가자 조금 ㅠㅠ,bedroom,direct
6980,갑자기 너무 졸리다 조금.,bedroom,indirect
6981,오늘 혼자 있고 싶네 약간.,bedroom,ambiguous
6982,헬스하는 데로 가 진짜 싶네,exercise,direct
6983,좀 몸이 찌뿌둥하다 약간 싶네,exercise,indirect
6984,아 움직여야 할 것 같아 싶네,exercise,ambiguous
6985,혹시 주방 쪽으로 안내해 조금 싶네,kitchen,direct
6986,간식 먹고 싶다 진짜 해야겠다,kitchen,indirect
6987,아 뭔가 하고 싶네 왠지 좀,kitchen,ambiguous
6988,음 소파 앞으로 가,living room,direct
6989,지금 좀 쉬고 싶네 진짜 같은데,living room,indirect
6990,아 오늘은 늘어지고 싶다 조금 ㅠㅠ,living room,ambiguous
6991,잠잘 곳으로 안내해 진짜,bedroom,direct
6992,오늘은 일찍 자야겠다 왠지.,bedroom,indirect
6993,아 잠잠한 곳이 좋네 조금 같은데,bedroom,ambiguous
6994,운동할 수 있는 곳으로 가 조금!,exercise,direct
6995,좀 몸 좀 움직이고 싶다 왠지 싶네,exercise,indirect
6996,조금 활동하고 싶네 조금 싶네,exercise,ambiguous
6997,지금 냉장고 있는 곳으로 가 진짜.,kitchen,direct
6998,목이 좀 마른데 왠지 같은데,kitchen,indirect
6999,좀 오늘은 직접 해볼까 약간 좀,kitchen,ambiguous
7000,아 TV 앞에 가고 싶어 진짜.,living room,direct
7001,지금 휴식이 필요해 해야겠다,living room,indirect
7002,갑자기 느긋하게 있고 싶어 진짜!,living room,ambiguous
7003,갑자기 침대 앞으로 가 좀,bedroom,direct
7004,음 누워 있고 싶다 진짜 같은데,bedroom,indirect
7005,오늘 오늘은 아무것도 하기 싫다 조금.,bedroom,ambiguous
7006,운동방으로 안내해 진짜 ㅠㅠ,exercise,direct
7007,음 가볍게 뛰고 싶네 약간 좀,exercise,indirect
7008,음 움직여야 할 것 같아 진짜 해야겠다,exercise,ambiguous
7009,주방 쪽으로 안내해 왠지 싶네,kitchen,direct
7010,혹시 냉장고 확인하고 싶다 왠지 싶네,kitchen,indirect
7011,오늘 뭔가 찾고 싶네 왠지 ㅠㅠ,kitchen,ambiguous
7012,갑자기 소파 있는 곳으로 가 진짜 좀,living room,direct
7013,오늘 소파에 눕고 싶다 약간 싶네,living room,indirect
7014,지금 잠깐 머리 식히고 싶네 진짜 싶네,living room,ambiguous
7015,내 방으로 이동해 해야겠다,bedroom,direct
7016,오늘 이불 덮고 싶어 조금,bedroom,indirect
7017,오늘은 쉬어야겠다 왠지.,bedroom,ambiguous
7018,오늘 몸 움직일 곳으로 가줘 조금 해야겠다,exercise,direct
7019,갑자기 스트레칭하고 싶다!,exercise,indirect
7020,갑자기 뭔가 역동적인 걸 하고 싶다 진짜 좀,exercise,ambiguous
7021,좀 주방으로 가줘 진짜.,kitchen,direct
7022,냉장고 확인하고 싶다 진짜.,kitchen,indirect
7023,오늘 오늘은 직접 해볼까 약간,kitchen,ambiguous
7024,지금 거실로 안내해 진짜,living room,direct
7025,TV 보고 싶다 왠지.,living room,indirect
7026,갑자기 오늘은 늘어지고 싶다 진짜 ㅠㅠ,living room,ambiguous
7027,좀 자는 곳으로 가 왠지 해야겠다,bedroom,direct
7028,음 누워 있고 싶다 약간 싶네,bedroom,indirect
7029,오늘 혼자 있고 싶네 진짜,bedroom,ambiguous
7030,음 트레이닝 공간으로 가 약간 ㅠㅠ,exercise,direct
7031,아 스트레칭하고 싶다 왠지 싶네,exercise,indirect
7032,아 조금 활동하고 싶네 약간 좀,exercise,ambiguous
7033,오늘 주방으로 데려다줘 약간 같은데,kitchen,direct
7034,혹시 뭐 먹을 거 없나!,kitchen,indirect
7035,지금 오늘 뭔가 만들어볼까 조금 같은데,kitchen,ambiguous
7036,TV 앞에 가고 싶어 진짜 싶네,living room,direct
7037,좀 휴식이 필요해 ㅠㅠ,living room,indirect
7038,음 편한 데 가고 싶어 진짜 같은데,living room,ambiguous
7039,혹시 잠잘 곳으로 안내해 진짜 같은데,bedroom,direct
7040,혹시 몸이 너무 피곤하다 조금,bedroom,indirect
7041,오늘 생각 정리 좀 하고 싶네 약간 같은데,bedroom,ambiguous
7042,아 운동 장소로 이동하자 진짜 같은데,exercise,direct
7043,아 스트레칭하고 싶다 진짜 같은데,exercise,indirect
7044,혹시 뭔가 역동적인 걸 하고 싶다 진짜 싶네,exercise,ambiguous
7045,혹시 싱크대 있는 데로 가 조금 좀,kitchen,direct
7046,갑자기 배가 좀 고프네 조금.,kitchen,indirect
7047,갑자기 오늘 뭔가 만들어볼까 진짜 해야겠다,kitchen,ambiguous
7048,혹시 거실로 가줘 진짜!,living room,direct
7049,지금 오늘은 아무 생각 하기 싫다 조금 싶네,living room,indirect
7050,지금 잠깐 머리 식히고 싶네 왠지!,living room,ambiguous
7051,침실 쪽으로 가자 진짜 해야겠다,bedroom,direct
7052,아 너무 졸리다 진짜 좀,bedroom,indirect
7053,혹시 오늘은 쉬어야겠다 조금 해야겠다,bedroom,ambiguous
7054,음 운동 공간으로 이동해 조금.,exercise,direct
7055,오늘 운동해야 하는데 약간!,exercise,indirect
7056,아 에너지가 부족한 느낌이야 조금 해야겠다,exercise,ambiguous
7057,오늘 부엌에 가고 싶어 진짜 같은데,kitchen,direct
7058,아 컵라면이라도 먹을까 조금 ㅠㅠ,kitchen,indirect
7059,혹시 괜히 돌아다니고 싶다 약간 같은데,kitchen,ambiguous
7060,오늘 소파 있는 곳으로 가!,living room,direct
7061,소파에 눕고 싶다 왠지!,living room,indirect
7062,좀 기분 전환이 필요하다 조금 ㅠㅠ,living room,ambiguous
7063,음 침실로 가줘 왠지 싶네,bedroom,direct
7064,좀 너무 졸리다 약간.,bedroom,indirect
7065,아 혼자 있고 싶네 약간 ㅠㅠ,bedroom,ambiguous
7066,지금 몸 움직일 곳으로 가줘 조금 좀,exercise,direct
7067,오늘 가볍게 뛰고 싶네 조금 싶네,exercise,indirect
7068,좀 기분 전환이 필요해 약간 같은데,exercise,ambiguous
7069,아 요리하는 공간으로 가줘 진짜 좀,kitchen,direct
7070,커피 한잔 하고 싶다 좀,kitchen,indirect
7071,갑자기 오늘은 직접 해볼까 조금,kitchen,ambiguous
7072,거실로 가줘 조금.,living room,direct
7073,오늘은 아무 생각 하기 싫다 ㅠㅠ,living room,indirect
7074,오늘 한숨 돌리고 싶다 왠지,living room,ambiguous
7075,갑자기 침대 있는 방으로 이동해 조금 같은데,bedroom,direct
7076,쉬면서 자고 싶어 해야겠다,bedroom,indirect
7077,음 생각 정리 좀 하고 싶네!,bedroom,ambiguous
7078,혹시 스트레칭할 공간으로 가고 싶어 ㅠㅠ,exercise,direct
7079,갑자기 운동해야 하는데 조금 ㅠㅠ,exercise,indirect
7080,갑자기 기분 전환이 필요해 약간!,exercise,ambiguous
7081,오늘 싱크대 있는 데로 가 ㅠㅠ,kitchen,direct
7082,오늘 뭔가 만들어 먹고 싶네 진짜 좀,kitchen,indirect
7083,좀 조금 움직여볼까.,kitchen,ambiguous
7084,음 소파 앞으로 가.,living room,direct
7085,음 TV 보고 싶다 왠지.,living room,indirect
7086,아 아무것도 안 하고 싶다 진짜 싶네,living room,ambiguous
7087,혹시 조용한 방으로 가줘 조금.,bedroom,direct
7088,음 눈이 감긴다 약간 싶네,bedroom,indirect
7089,조용한 데 가고 싶다 진짜 같은데,bedroom,ambiguous
7090,지금 운동 공간으로 이동해 왠지 좀,exercise,direct
7091,오늘 활동적으로 움직이고 싶다 왠지.,exercise,indirect
7092,갑자기 뭔가 역동적인 걸 하고 싶다 같은데,exercise,ambiguous
7093,음 주방으로 데려다줘 약간,kitchen,direct
7094,지금 물 마시고 싶다!,kitchen,indirect
7095,갑자기 손 가는 걸 해보고 싶다 왠지,kitchen,ambiguous
7096,지금 TV 앞에 가고 싶어 진짜,living room,direct
7097,가만히 앉아 있고 싶다 약간 ㅠㅠ,living room,indirect
7098,아 기분 전환이 필요하다 진짜,living room,ambiguous
7099,혹시 자는 곳으로 가 조금,bedroom,direct
7100,아 몸이 너무 피곤하다 왠지,bedroom,indirect
7101,좀 조용한 데 가고 싶다 약간 싶네,bedroom,ambiguous
7102,지금 운동방으로 안내해 싶네,exercise,direct
7103,활동적으로 움직이고 싶다 왠지 좀,exercise,indirect
7104,혹시 에너지가 부족한 느낌이야 약간 좀,exercise,ambiguous
7105,갑자기 싱크대 있는 데로 가 조금.,kitchen,direct
7106,좀 커피 한잔 하고 싶다 해야겠다,kitchen,indirect
7107,괜히 돌아다니고 싶다 약간,kitchen,ambiguous
7108,좀 TV 있는 데로 이동해 조금 같은데,living room,direct
7109,지금 잠깐 멍 때리고 싶네 왠지,living room,indirect
7110,음 기분 전환이 필요하다 진짜 같은데,living room,ambiguous
7111,좀 잠잘 곳으로 안내해 약간 싶네,bedroom,direct
7112,혹시 몸이 너무 피곤하다 조금 같은데,bedroom,indirect
7113,아 오늘은 쉬어야겠다 같은데,bedroom,ambiguous
7114,혹시 운동 장소로 이동하자 ㅠㅠ,exercise,direct
7115,혹시 땀 좀 흘리고 싶다 진짜 해야겠다,exercise,indirect
7116,좀 움직여야 할 것 같아 조금 좀,exercise,ambiguous
7117,주방 쪽으로 안내해 왠지 같은데,kitchen,direct
7118,아 컵라면이라도 먹을까 진짜,kitchen,indirect
7119,음 오늘 뭔가 만들어볼까 약간 싶네,kitchen,ambiguous
7120,거실 쪽으로 가자 약간 해야겠다,living room,direct
7121,아 잠깐 멍 때리고 싶네 조금,living room,indirect
7122,혹시 한숨 돌리고 싶다 조금 같은데,living room,ambiguous
7123,혹시 침대 앞으로 가 왠지 같은데,bedroom,direct
7124,몸이 너무 피곤하다 왠지 같은데,bedroom,indirect
7125,조용한 분위기가 좋다.,bedroom,ambiguous
7126,지금 운동하는 곳으로 가줘 조금 해야겠다,exercise,direct
7127,지금 몸 좀 움직이고 싶다 약간 ㅠㅠ,exercise,indirect
7128,오늘 기분 전환이 필요해 왠지,exercise,ambiguous
7129,오늘 주방으로 데려다줘 조금.,kitchen,direct
7130,지금 컵라면이라도 먹을까 약간,kitchen,indirect
7131,좀 오늘은 직접 해볼까 진짜 좀,kitchen,ambiguous
7132,좀 거실 쪽으로 가자 조금.,living room,direct
7133,소파에 눕고 싶다 같은데,living room,indirect
7134,오늘 아무것도 안 하고 싶다 약간 ㅠㅠ,living room,ambiguous
7135,침대 있는 방으로 이동해 진짜!,bedroom,direct
7136,갑자기 몸이 너무 피곤하다 진짜 좀,bedroom,indirect
7137,오늘 생각 정리 좀 하고 싶네 싶네,bedroom,ambiguous
7138,혹시 운동하러 가자 왠지 ㅠㅠ,exercise,direct
7139,오늘 운동 안 한 지 오래됐다 약간 ㅠㅠ,exercise,indirect
7140,아 활력이 필요하다 약간 싶네,exercise,ambiguous
7141,지금 주방 쪽으로 안내해 ㅠㅠ,kitchen,direct
7142,아 뭔가 만들어 먹고 싶네 왠지.,kitchen,indirect
7143,혹시 오늘 뭔가 만들어볼까 싶네,kitchen,ambiguous
7144,쉬는 공간으로 이동하자 같은데,living room,direct
7145,음 편하게 기대고 싶어 조금 같은데,living room,indirect
7146,음 기분 전환이 필요하다 약간 같은데,living room,ambiguous
7147,음 조용한 방으로 가줘,bedroom,direct
7148,지금 이불 덮고 싶어 왠지 좀,bedroom,indirect
7149,혹시 가만히 있고 싶다 약간 같은데,bedroom,ambiguous
7150,음 운동할 수 있는 곳으로 가 진짜 같은데,exercise,direct
7151,몸이 찌뿌둥하다 약간 같은데,exercise,indirect
7152,가만히 있기 싫다 진짜,exercise,ambiguous
7153,좀 냉장고 앞으로 가 진짜!,kitchen,direct
7154,음 뭔가 만들어 먹고 싶네 약간!,kitchen,indirect
7155,지금 괜히 돌아다니고 싶다 진짜 같은데,kitchen,ambiguous
7156,아 쉬는 공간으로 이동하자 해야겠다,living room,direct
7157,혹시 오늘은 아무 생각 하기 싫다 조금 같은데,living room,indirect
7158,오늘 느긋하게 있고 싶어 약간.,living room,ambiguous
7159,갑자기 침실로 데려다줘 약간,bedroom,direct
7160,갑자기 잠 좀 자고 싶네 약간!,bedroom,indirect
7161,음 잠잠한 곳이 좋네 진짜,bedroom,ambiguous
7162,좀 운동하는 곳으로 가줘 약간 해야겠다,exercise,direct
7163,몸이 찌뿌둥하다 조금,exercise,indirect
7164,오늘 기분 전환이 필요해.,exercise,ambiguous
